ID,Teks Asli,ID_AN,NoAg,Type,Teks_Hasil_Augmentasi,Verifikasi
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag3,Ag 3,Interogatif,"Apakah selama dua minggu terakhir Anda sering tampak sangat lambat beraktivitas atau berbicara sampai orang lain memperhatikan, atau justru merasa gelisah sehingga terlalu banyak bergerak?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag4,Ag 4,Interogatif,"Seberapa kerap dalam dua minggu terakhir Anda mengalami perlambatan gerak atau bicara sehingga diperhatikan orang lain, atau sebaliknya merasa cemas dan terus bergerak?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag5,Ag 5,Interogatif,"Selama dua minggu terakhir, seberapa sering Anda merasa gerakan tubuh atau bicara Anda tertunda sehingga orang menyadarinya, atau sebaliknya merasa resah dan tidak tenang bergerak?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag6,Ag 6,Interogatif,"Dalam dua minggu terakhir, apakah Anda sering mengalami gerakan lamban atau bicara pelan yang diperhatikan orang, atau merasa gelisah hingga bergerak terus-menerus?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag7,Ag 7,Interogatif,"Apakah Anda kerap merasa sangat lambat dalam bergerak atau bicara sehingga mencolok, atau justru merasa gelisah dan sulit diam selama dua minggu terakhir?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag8,Ag 8,Interogatif,"Seberapa sering dalam dua minggu terakhir Anda merasakan perlambatan aktivitas atau bicara yang terlihat jelas oleh orang lain, atau merasa gelisah dan bergerak tanpa henti?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag9,Ag 9,Interogatif,"Selama dua minggu terakhir, apakah Anda sering menampilkan gerakan lambat atau bicara pelan sampai orang lain memperhatikan, atau merasa resah dan terlalu banyak bergerak?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag10,Ag 10,Interogatif,"Dalam dua minggu terakhir, seberapa sering Anda mengalami gerak tubuh atau bicara yang sangat lambat sehingga terlihat orang lain, atau merasa gelisah sehingga bergerak terus?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag1,Ag 1,Interogatif,"Seberapa sering Anda bergerak atau berbicara begitu lambatnya sampai orang lain menyadarinya, ATAU sebaliknya, merasa resah atau gelisah sehingga Anda bergerak lebih banyak dari biasanya?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag2,Ag 2,Interogatif,"Apakah Anda mengalami perlambatan gerakan atau pembicaraan yang noticeable oleh orang lain, ATAU justru merasa tidak tenang atau gugup sehingga Anda lebih aktif bergerak dari biasanya?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag3,Ag 3,Interogatif,"Dalam frekuensi apa Anda bergerak atau berbicara dengan sangat pelan hingga menarik perhatian orang, ATAU sebaliknya, merasa cemas atau tegang sehingga Anda lebih sering bergerak?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag4,Ag 4,Interogatif,"Pernahkah Anda bergerak atau berbicara sangat lambat sehingga orang lain berkomentar, ATAU sebaliknya, merasa sangat resah atau gelisah sehingga Anda tidak bisa diam?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag5,Ag 5,Interogatif,"Seberapa kerap Anda mendapati diri Anda bergerak atau berbicara dengan lamban yang kentara, ATAU sebaliknya, merasa tidak nyaman atau khawatir sehingga Anda lebih banyak bergerak dari biasanya?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag6,Ag 6,Interogatif,"Apakah Anda mengalami perubahan dalam kecepatan gerak atau bicara Anda (menjadi sangat lambat dan diperhatikan orang), ATAU sebaliknya, merasa sangat gelisah atau risau sehingga Anda lebih sering bergerak?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag7,Ag 7,Interogatif,"Seberapa sering gerakan atau ucapan Anda menjadi sangat lambat sampai orang lain memperhatikannya, ATAU sebaliknya, Anda merasa begitu resah atau gelisah sehingga Anda bergerak lebih sering dari biasanya?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag8,Ag 8,Interogatif,"Adakah waktu di mana Anda bergerak atau berbicara sangat pelan sehingga orang lain mengomentarinya, ATAU sebaliknya, merasa sangat resah atau tegang sehingga Anda lebih banyak bergerak dari biasanya?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag9,Ag 9,Interogatif,"Berapa kali Anda bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya, ATAU sebaliknya, merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag10,Ag 10,Interogatif,"Apakah Anda sering bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya, ATAU sebaliknya, merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag11,Ag 11,Sinonim,"Seberapa sering Anda berjalan atau bertutur kata dengan sangat lambat sehingga orang lain memperhatikannya, ATAU sebaliknya, merasa khawatir atau tidak tenang sehingga Anda bergerak lebih sering dari biasanya?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag12,Ag 12,Sinonim,"Seberapa kerap Anda melakukan aktivitas atau berbicara dengan sangat pelan sehingga orang lain menyadarinya, ATAU sebaliknya, merasa gelisah atau cemas sehingga Anda lebih banyak bergerak dari biasanya?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag13,Ag 13,Sinonim,"Dalam periode waktu tertentu, seberapa sering Anda bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya, ATAU sebaliknya, merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag14,Ag 14,Sinonim,"Seberapa sering Anda menunjukkan gerakan atau cara bicara yang sangat lambat dan diperhatikan orang, ATAU sebaliknya, merasa sangat resah atau tidak tenang sehingga Anda lebih banyak bergerak?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag15,Ag 15,Sinonim,"Seberapa sering Anda bergerak atau berbicara dengan kecepatan yang sangat rendah sehingga orang lain menyadarinya, ATAU sebaliknya, merasa gelisah atau gugup sehingga Anda lebih aktif dari biasanya?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag16,Ag 16,Sinonim,"Seberapa kerap Anda bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya, ATAU sebaliknya, merasa resah atau gelisah sehingga Anda bergerak lebih sering dari biasanya?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag17,Ag 17,Sinonim,"Dalam kurun waktu ini, seberapa sering Anda bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya, ATAU sebaliknya, merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag18,Ag 18,Sinonim,"Seberapa sering orang lain memperhatikan bahwa Anda bergerak atau berbicara sangat lambat, ATAU sebaliknya, Anda merasa begitu resah atau gelisah sehingga Anda lebih banyak bergerak dari biasanya?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag19,Ag 19,Sinonim,"Seberapa kerap Anda bergerak atau berbicara dengan sangat lambat sehingga orang lain memperhatikannya, ATAU sebaliknya, merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya?",
8,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Q8_Ag20,Ag 20,Sinonim,"Seberapa sering Anda merasa gerakan atau bicara Anda sangat lambat sehingga orang lain menyadarinya, ATAU sebaliknya, Anda merasa sangat gelisah atau resah sehingga Anda lebih banyak bergerak dari biasanya?",
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag1,Ag 1,Interogatif,Seberapa sering Anda berpikir bahwa lebih baik mati atau memiliki keinginan untuk melukai diri sendiri dengan cara apapun?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag2,Ag 2,Interogatif,Apakah Anda memiliki pikiran untuk mengakhiri hidup atau menyakiti diri sendiri?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag3,Ag 3,Interogatif,"Dalam beberapa waktu terakhir, seberapa sering Anda merasa bahwa hidup ini tidak berharga lagi atau muncul keinginan untuk mencederai diri sendiri?",
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag4,Ag 4,Interogatif,Seberapa sering Anda dihantui pikiran bahwa kematian lebih baik atau ada dorongan untuk melakukan tindakan yang membahayakan diri sendiri?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag5,Ag 5,Interogatif,Pernahkah Anda beranggapan bahwa akan lebih baik jika Anda tiada atau memiliki niat untuk menyakiti diri Anda?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag6,Ag 6,Interogatif,Seberapa sering Anda mendapati diri Anda berharap untuk mati atau memiliki ide untuk melukai diri sendiri?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag7,Ag 7,Interogatif,Apakah Anda sering berpikir tentang kematian sebagai jalan keluar atau memiliki keinginan untuk mencelakai diri sendiri?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag8,Ag 8,Interogatif,Seberapa sering Anda merasa putus asa hingga berpikir lebih baik mati atau ada keinginan untuk melakukan perbuatan yang merugikan diri sendiri?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag9,Ag 9,Interogatif,"Dalam periode waktu ini, apakah Anda sering memiliki pikiran bahwa lebih baik Anda tidak ada atau memiliki dorongan untuk menyakiti diri sendiri?",
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag10,Ag 10,Interogatif,Seberapa sering Anda merasa bahwa hidup tidak layak dijalani atau muncul keinginan untuk melukai diri sendiri dengan berbagai cara?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun,Q9_Ag1,Ag 1,Interogatif,Seberapa sering Anda merasa lebih baik mati atau berniat melukai diri sendiri dengan cara apa pun selama dua minggu terakhir?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun,Q9_Ag2,Ag 2,Interogatif,"Dalam dua minggu terakhir, apakah Anda sering berpikir bahwa akan lebih baik jika Anda mati atau ingin menyakiti diri sendiri dengan cara apa pun?",
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun,Q9_Ag3,Ag 3,Interogatif,Apakah selama dua minggu terakhir Anda kerap merasa bahwa meninggal dunia lebih baik atau memiliki keinginan untuk melukai diri sendiri?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun,Q9_Ag4,Ag 4,Interogatif,Seberapa kerap dalam dua minggu terakhir Anda mengalami pikiran bahwa dunia akan lebih baik tanpa Anda atau ingin melukai diri sendiri?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun,Q9_Ag5,Ag 5,Interogatif,"Selama dua minggu terakhir, seberapa sering Anda merasa bahwa kematian adalah solusi atau Anda mempunyai niat untuk menyakiti diri?",
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun,Q9_Ag6,Ag 6,Interogatif,"Dalam dua minggu terakhir, apakah Anda sering merasakan keinginan mati atau terbersit untuk melukai diri sendiri dengan apapun?",
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun,Q9_Ag7,Ag 7,Interogatif,Apakah Anda kerap merasa bahwa berakhirnya hidup Anda adalah hal terbaik atau memiliki dorongan untuk melukai diri sendiri selama dua minggu terakhir?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun,Q9_Ag8,Ag 8,Interogatif,Seberapa sering dalam dua minggu terakhir Anda berpikir akan lebih baik jika Anda mati atau ingin melukai diri sendiri?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun,Q9_Ag9,Ag 9,Interogatif,"Selama dua minggu terakhir, apakah Anda sering merasa bahwa hidup tidak layak dilanjutkan atau memiliki keinginan untuk menyakiti diri sendiri?",
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun,Q9_Ag10,Ag 10,Interogatif,"Dalam dua minggu terakhir, seberapa sering Anda merasa kematian lebih menguntungkan atau terbesit keinginan melukai diri sendiri?",
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag1,Ag 1,Interogatif,Seberapa sering Anda merasa bahwa lebih baik meninggal dunia atau memiliki keinginan untuk menyakiti diri sendiri dengan cara apapun?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag2,Ag 2,Interogatif,Apakah Anda mengalami pikiran bahwa hidup tidak berharga lagi atau ada dorongan untuk melukai diri sendiri?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag3,Ag 3,Interogatif,Dalam frekuensi apa Anda berpikir akan lebih baik jika mati atau memiliki hasrat untuk mencederai diri sendiri?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag4,Ag 4,Interogatif,Pernahkah Anda merasa ingin mengakhiri hidup atau memiliki keinginan untuk melakukan tindakan yang membahayakan diri sendiri?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag5,Ag 5,Interogatif,Seberapa kerap Anda merasa putus asa hingga berpikir lebih baik mati atau memiliki dorongan untuk menyakiti diri Anda?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag6,Ag 6,Interogatif,Apakah Anda mendapati diri Anda sering berpikir bahwa kematian lebih baik atau memiliki keinginan untuk melukai diri sendiri?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag7,Ag 7,Interogatif,Seberapa sering Anda memiliki pikiran bahwa lebih baik tidak hidup lagi atau ada keinginan untuk mencelakai diri sendiri dengan berbagai cara?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag8,Ag 8,Interogatif,Adakah waktu di mana Anda merasa bahwa mati adalah jalan keluar terbaik atau memiliki keinginan kuat untuk melukai diri sendiri?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag9,Ag 9,Interogatif,Berapa kali Anda merasakan bahwa lebih baik mati atau memiliki pikiran untuk menyakiti diri sendiri dengan cara apapun?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag10,Ag 10,Interogatif,Apakah Anda sering merasa bahwa akan lebih baik jika Anda mati atau memiliki niat untuk melukai diri sendiri?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag11,Ag 11,Sinonim,Seberapa sering Anda memiliki pikiran bahwa hidup ini lebih baik diakhiri atau ada keinginan untuk mencederai diri Anda sendiri dengan cara apapun?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag12,Ag 12,Sinonim,Seberapa kerap Anda merasa bahwa kematian adalah pilihan yang lebih baik atau memiliki dorongan untuk melakukan tindakan menyakiti diri sendiri?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag13,Ag 13,Sinonim,"Dalam periode waktu tertentu, seberapa sering Anda merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun?",
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag14,Ag 14,Sinonim,Seberapa sering Anda mengalami pikiran untuk mengakhiri hidup atau memiliki keinginan untuk menyakiti diri sendiri?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag15,Ag 15,Sinonim,Seberapa sering Anda merasa bahwa lebih baik Anda tiada atau memiliki hasrat untuk melukai diri sendiri dengan cara apapun?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag16,Ag 16,Sinonim,Seberapa kerap Anda berpikir bahwa tidak ada gunanya hidup lagi atau memiliki keinginan untuk menyakiti diri sendiri?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag17,Ag 17,Sinonim,"Dalam kurun waktu ini, seberapa sering Anda merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun?",
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag18,Ag 18,Sinonim,Seberapa sering Anda memiliki pikiran bahwa kematian akan lebih baik atau ada dorongan untuk mencederai diri sendiri?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag19,Ag 19,Sinonim,Seberapa kerap Anda merasa ingin menyerah pada hidup atau memiliki keinginan untuk melukai diri sendiri?,
9,Merasa lebih baik mati atau ingin melukai diri sendiri dengan cara apapun.,Q9_Ag20,Ag 20,Sinonim,Seberapa sering Anda merasa bahwa lebih baik mati atau ada keinginan untuk melukai diri sendiri dengan cara apapun?,