id,aug_id,text,aug_text
1,1,Kurang berminat atau bergairah dalam melakukan apapun,Seberapa sering Anda kurang berminat atau kurang bergairah dalam melakukan berbagai hal?
1,2,Kurang berminat atau bergairah dalam melakukan apapun,Apakah Anda merasakan penurunan minat atau kegembiraan dalam aktivitas sehari-hari?
1,3,Kurang berminat atau bergairah dalam melakukan apapun,"Dalam beberapa waktu terakhir, seberapa sering Anda kehilangan minat atau antusiasme terhadap kegiatan yang biasanya Anda nikmati?"
1,4,Kurang berminat atau bergairah dalam melakukan apapun,Seberapa sering Anda merasa tidak tertarik atau tidak bersemangat untuk melakukan sesuatu?
1,5,Kurang berminat atau bergairah dalam melakukan apapun,Pernahkah Anda merasa kurangnya gairah atau kesenangan dalam menjalankan rutinitas harian?
1,6,Kurang berminat atau bergairah dalam melakukan apapun,Seberapa sering Anda mendapati diri Anda tidak termotivasi atau tidak bersemangat untuk melakukan apapun?
1,7,Kurang berminat atau bergairah dalam melakukan apapun,Apakah Anda mengalami kehilangan minat atau kesenangan dalam melakukan aktivitas yang biasa Anda sukai?
1,8,Kurang berminat atau bergairah dalam melakukan apapun,Seberapa sering Anda merasa hampa atau kurangnya ketertarikan pada hal-hal di sekitar Anda?
1,9,Kurang berminat atau bergairah dalam melakukan apapun,"Dalam periode waktu ini, apakah Anda merasa kurangnya keinginan atau dorongan untuk melakukan kegiatan apapun?"
1,10,Kurang berminat atau bergairah dalam melakukan apapun,"Seberapa sering Anda merasa bosan atau tidak antusias, bahkan terhadap hal-hal yang sebelumnya menarik bagi Anda?"
1,11,Kurang berminat atau bergairah dalam melakukan apapun,Seberapa sering Anda mengalami kurangnya ketertarikan atau gairah untuk melakukan aktivitas apapun selama dua minggu terakhir?
1,12,Kurang berminat atau bergairah dalam melakukan apapun,"Dalam dua minggu terakhir, apakah Anda merasa tidak berminat atau tidak bersemangat menjalankan kegiatan apa pun?"
1,13,Kurang berminat atau bergairah dalam melakukan apapun,Apakah selama dua minggu terakhir Anda sering kali tidak tertarik atau kehilangan semangat untuk melakukan aktivitas apapun?
1,14,Kurang berminat atau bergairah dalam melakukan apapun,Seberapa kerap Anda merasa tidak memiliki minat maupun antusiasme untuk melakukan hal apapun dalam jangka dua minggu terakhir?
1,15,Kurang berminat atau bergairah dalam melakukan apapun,"Selama dua minggu terakhir, seberapa sering Anda merasa kehilangan ketertarikan atau semangat untuk melakukan aktivitas apapun?"
1,16,Kurang berminat atau bergairah dalam melakukan apapun,"Dalam dua minggu terakhir, apakah Anda kerap merasa tidak berminat serta tidak bersemangat melakukan kegiatan apa pun?"
1,17,Kurang berminat atau bergairah dalam melakukan apapun,Apakah Anda merasa jarang tertarik atau bersemangat melakukan hal apapun selama dua minggu terakhir?
1,18,Kurang berminat atau bergairah dalam melakukan apapun,Seberapa sering dalam dua minggu terakhir Anda mengalami bahwa Anda kurang antusias atau tidak berminat dalam melakukan kegiatan apapun?
1,19,Kurang berminat atau bergairah dalam melakukan apapun,"Selama dua minggu terakhir, apakah Anda sering kehilangan minat atau semangat dalam melakukan aktivitas apapun?"
1,20,Kurang berminat atau bergairah dalam melakukan apapun,"Dalam dua minggu terakhir, seberapa sering Anda merasa tidak berminat maupun kehilangan gairah untuk melakukan kegiatan apa pun?"
1,21,Kurang berminat atau bergairah dalam melakukan apapun,Seberapa sering Anda merasa kurang tertarik atau antusias dalam melakukan berbagai hal?
1,22,Kurang berminat atau bergairah dalam melakukan apapun,Apakah Anda mengalami penurunan minat atau kegembiraan dalam aktivitas sehari-hari?
1,23,Kurang berminat atau bergairah dalam melakukan apapun,Dalam frekuensi apa Anda kehilangan minat atau kesenangan saat melakukan sesuatu?
1,24,Kurang berminat atau bergairah dalam melakukan apapun,Pernahkah Anda merasa tidak berminat atau tidak bersemangat untuk melakukan kegiatan apapun?
1,25,Kurang berminat atau bergairah dalam melakukan apapun,Seberapa kerap Anda merasa hampa atau kurang antusiasme terhadap hal-hal yang biasanya Anda nikmati?
1,26,Kurang berminat atau bergairah dalam melakukan apapun,Apakah Anda mendapati diri Anda kurang termotivasi atau bergairah dalam menjalankan rutinitas?
1,27,Kurang berminat atau bergairah dalam melakukan apapun,Seberapa sering Anda merasa tidak ada keinginan atau gairah untuk melakukan aktivitas apapun?
1,28,Kurang berminat atau bergairah dalam melakukan apapun,Adakah waktu di mana Anda merasa kehilangan minat atau semangat dalam melakukan hal-hal yang Anda sukai?
1,29,Kurang berminat atau bergairah dalam melakukan apapun,Berapa kali Anda merasakan ketiadaan minat atau kegairahan dalam beraktivitas?
1,30,Kurang berminat atau bergairah dalam melakukan apapun,Apakah Anda sering merasa enggan atau tidak bersemangat untuk terlibat dalam kegiatan?
1,31,Kurang berminat atau bergairah dalam melakukan apapun,Seberapa sering Anda merasa kurang berhasrat atau bersemangat dalam melakukan kegiatan apapun?
1,32,Kurang berminat atau bergairah dalam melakukan apapun,Seberapa kerap Anda kehilangan ketertarikan atau antusiasme dalam melakukan sesuatu?
1,33,Kurang berminat atau bergairah dalam melakukan apapun,"Dalam periode waktu tertentu, seberapa sering Anda merasa tidak tertarik atau tidak bersemangat untuk beraktivitas?"
1,34,Kurang berminat atau bergairah dalam melakukan apapun,Seberapa sering Anda mengalami ketiadaan gairah atau minat dalam melakukan berbagai hal?
1,35,Kurang berminat atau bergairah dalam melakukan apapun,Seberapa sering Anda merasa tidak ada dorongan atau semangat untuk melakukan apapun?
1,36,Kurang berminat atau bergairah dalam melakukan apapun,Seberapa kerap Anda merasa apatis atau kurang antusias dalam menjalani hari?
1,37,Kurang berminat atau bergairah dalam melakukan apapun,"Dalam kurun waktu ini, seberapa sering Anda merasa kehilangan semangat atau minat terhadap aktivitas?"
1,38,Kurang berminat atau bergairah dalam melakukan apapun,Seberapa sering Anda merasa tidak ada kesenangan atau ketertarikan dalam melakukan hal apapun?
1,39,Kurang berminat atau bergairah dalam melakukan apapun,Seberapa kerap Anda merasa kurang termotivasi atau tidak bersemangat dalam melakukan kegiatan?
1,40,Kurang berminat atau bergairah dalam melakukan apapun,Seberapa sering Anda merasa kehilangan antusiasme atau minat dalam melakukan sesuatu?
2,41,"Merasa murung, sedih, atau putus asa","Seberapa sering Anda merasa murung, sedih, atau putus asa?"
2,42,"Merasa murung, sedih, atau putus asa","Apakah Anda mengalami perasaan sedih, muram, atau kehilangan harapan?"
2,43,"Merasa murung, sedih, atau putus asa","Dalam beberapa waktu terakhir, seberapa sering Anda dilanda perasaan duka, kesedihan yang mendalam, atau keputusasaan?"
2,44,"Merasa murung, sedih, atau putus asa","Seberapa sering Anda merasa tertekan, nelangsa, atau tanpa harapan?"
2,45,"Merasa murung, sedih, atau putus asa","Pernahkah Anda merasakan kesedihan yang berkepanjangan, kemurungan, atau perasaan bahwa tidak ada jalan keluar?"
2,46,"Merasa murung, sedih, atau putus asa","Seberapa sering Anda mendapati diri Anda merasa sendu, galau, atau pesimis terhadap masa depan?"
2,47,"Merasa murung, sedih, atau putus asa","Apakah Anda sering merasa down, tidak bahagia, atau kehilangan semangat hidup?"
2,48,"Merasa murung, sedih, atau putus asa","Seberapa sering Anda diselimuti perasaan murung, melankolis, atau merasa segalanya sia-sia?"
2,49,"Merasa murung, sedih, atau putus asa","Dalam periode waktu ini, apakah Anda sering merasa pilu, berduka, atau kehilangan harapan?"
2,50,"Merasa murung, sedih, atau putus asa","Seberapa sering Anda merasa hati Anda berat, suasana hati buruk, atau seolah tidak ada lagi harapan?"
2,51,"Merasa murung, sedih, atau putus asa","Seberapa sering Anda merasa murung, sedih, atau putus asa selama dua minggu terakhir?"
2,52,"Merasa murung, sedih, atau putus asa","Dalam dua minggu terakhir, apakah Anda kerap kali merasa sedih, murung, atau seakan tidak ada harapan?"
2,53,"Merasa murung, sedih, atau putus asa","Apakah selama dua minggu terakhir Anda sering merasa tertekan, pilu, atau kehilangan semangat hidup?"
2,54,"Merasa murung, sedih, atau putus asa","Seberapa kerap Anda merasa berkabut suasana hati seperti murung, sedih, atau putus asa dalam jangka dua minggu terakhir?"
2,55,"Merasa murung, sedih, atau putus asa","Selama dua minggu terakhir, seberapa sering Anda merasakan kesedihan, kebuntuan emosional, atau putus asa?"
2,56,"Merasa murung, sedih, atau putus asa","Dalam dua minggu terakhir, apakah Anda kerap merasa sendu, murung, atau seakan hidup tidak berarti?"
2,57,"Merasa murung, sedih, atau putus asa","Apakah Anda sering merasa suram, pilu, atau seakan tidak ada harapan selama dua minggu terakhir?"
2,58,"Merasa murung, sedih, atau putus asa","Seberapa sering dalam dua minggu terakhir Anda mengalami kondisi murung, sedih, atau seolah-olah tidak ada jalan keluar?"
2,59,"Merasa murung, sedih, atau putus asa","Selama dua minggu terakhir, apakah Anda merasakan kesedihan yang mendalam atau rasa putus asa secara berulang?"
2,60,"Merasa murung, sedih, atau putus asa","Dalam dua minggu terakhir, seberapa sering Anda merasa bergumul dengan kesedihan, kemurungan, atau putus asa?"
2,61,"Merasa murung, sedih, atau putus asa","Seberapa sering Anda merasa muram, berduka, atau kehilangan harapan?"
2,62,"Merasa murung, sedih, atau putus asa","Apakah Anda mengalami perasaan sedih, tertekan, atau tanpa harapan?"
2,63,"Merasa murung, sedih, atau putus asa","Dalam frekuensi apa Anda merasa sendu, nelangsa, atau pesimis?"
2,64,"Merasa murung, sedih, atau putus asa","Pernahkah Anda merasa dirundung kesedihan, kemurungan, atau keputusasaan?"
2,65,"Merasa murung, sedih, atau putus asa","Seberapa kerap Anda merasa tidak bahagia, galau, atau merasa tidak ada jalan keluar?"
2,66,"Merasa murung, sedih, atau putus asa","Apakah Anda mendapati diri Anda sering merasa terpuruk, bersedih hati, atau tanpa asa?"
2,67,"Merasa murung, sedih, atau putus asa","Seberapa sering Anda merasa hati Anda kelabu, duka, atau merasa masa depan suram?"
2,68,"Merasa murung, sedih, atau putus asa","Adakah waktu di mana Anda merasa sangat sedih, murung, atau kehilangan semangat hidup?"
2,69,"Merasa murung, sedih, atau putus asa","Berapa kali Anda merasakan kesedihan yang mendalam, kemuraman, atau keputusasaan?"
2,70,"Merasa murung, sedih, atau putus asa","Apakah Anda sering merasa pilu, merana, atau tidak punya harapan lagi?"
2,71,"Merasa murung, sedih, atau putus asa","Seberapa sering Anda merasa suram, berduka cita, atau tanpa harapan?"
2,72,"Merasa murung, sedih, atau putus asa","Seberapa kerap Anda dilanda perasaan sedih, muram, atau pesimistis?"
2,73,"Merasa murung, sedih, atau putus asa","Dalam periode waktu tertentu, seberapa sering Anda merasa tertekan, sedih, atau putus harapan?"
2,74,"Merasa murung, sedih, atau putus asa","Seberapa sering Anda mengalami perasaan melankolis, sedih, atau kehilangan harapan?"
2,75,"Merasa murung, sedih, atau putus asa","Seberapa sering Anda merasa gundah, berduka, atau merasa tidak ada harapan?"
2,76,"Merasa murung, sedih, atau putus asa","Seberapa kerap Anda merasa terbebani kesedihan, kemurungan, atau keputusasaan?"
2,77,"Merasa murung, sedih, atau putus asa","Dalam kurun waktu ini, seberapa sering Anda merasa sedih, murung, atau putus asa?"
2,78,"Merasa murung, sedih, atau putus asa","Seberapa sering Anda merasa sangat tidak bahagia, tertekan, atau tanpa asa?"
2,79,"Merasa murung, sedih, atau putus asa","Seberapa kerap Anda merasa nelangsa, dirundung kesedihan, atau putus asa?"
2,80,"Merasa murung, sedih, atau putus asa","Seberapa sering Anda merasa sedih mendalam, murung, atau kehilangan harapan?"
3,81,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Seberapa sering Anda mengalami kesulitan untuk tidur, mudah terbangun di malam hari, atau justru tidur berlebihan?"
3,82,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Apakah Anda mempunyai masalah dengan pola tidur Anda, seperti susah tidur, sering terjaga, atau tidur lebih lama dari biasanya?"
3,83,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Dalam beberapa waktu terakhir, seberapa sering Anda mengalami gangguan tidur, misalnya insomnia, sering bangun, atau hipersomnia?"
3,84,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Seberapa sering Anda merasa sulit untuk terlelap, tidur tidak nyenyak, atau malah tidur dalam durasi yang sangat panjang?"
3,85,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Pernahkah Anda mengalami kesulitan memulai tidur, tetap tertidur, atau sebaliknya, merasa ingin tidur terus menerus?"
3,86,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Seberapa sering Anda mendapati diri Anda berjuang untuk tidur, sering terbangun, atau tidur jauh lebih banyak dari kebutuhan?"
3,87,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Apakah Anda mengalami perubahan dalam kebiasaan tidur Anda, seperti sulit tidur, tidur gelisah, atau tidur terlalu banyak?"
3,88,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Seberapa sering Anda merasa tidak bisa tidur, tidur terputus-putus, atau justru menghabiskan waktu lebih banyak untuk tidur?"
3,89,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Dalam periode waktu ini, apakah pola tidur Anda terganggu, dengan kesulitan tidur, sering terjaga, atau tidur berlebihan?"
3,90,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Seberapa sering Anda merasa kualitas tidur Anda buruk karena susah tidur, sering bangun, atau tidur terlalu pulas dan lama?"
3,91,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Seberapa sering Anda mengalami kesulitan tidur, sering terbangun, atau justru tidur berlebihan selama dua minggu terakhir?"
3,92,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Dalam dua minggu terakhir, apakah Anda kerap sulit memulai tidur, terbangun di malam hari, atau malah tidur terlalu lama?"
3,93,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Apakah selama dua minggu terakhir Anda sering merasa susah tidur, mudah terjaga di tengah malam, atau malah terlalu banyak tidur?"
3,94,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Seberapa kerap dalam dua minggu terakhir Anda menghadapi gangguan tidur berupa sulit tidur, terbangun terus-menerus, atau tidur berlebihan?"
3,95,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Selama dua minggu terakhir, seberapa sering Anda merasakan tidur terganggu—entah susah tidur, bangun terus, atau tidur berlebihan?"
3,96,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Dalam dua minggu terakhir, apakah Anda sering mengalami insomnia, terjaga di malam hari, atau sebaliknya tidur terlalu lama?"
3,97,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Apakah Anda merasa kerap tidak bisa tidur nyenyak, sering terjaga, atau malah terlalu banyak tidur dalam dua minggu terakhir?"
3,98,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Seberapa sering dalam dua minggu terakhir Anda mengalami pola tidur yang kacau, seperti susah tidur, terbangun terus, atau tidur berlebih?"
3,99,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Selama dua minggu terakhir, apakah Anda sering kesulitan mendapatkan tidur yang nyenyak—tidak bisa tidur, sering terbangun, atau terlalu banyak tidur?"
3,100,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Dalam dua minggu terakhir, seberapa sering Anda merasakan gangguan tidur berupa susah tidur, mudah terbangun, atau tidur terlalu lama?"
3,101,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Seberapa sering Anda mengalami kesulitan untuk tidur, sering terjaga, atau justru tidur berlebihan?"
3,102,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Apakah Anda mempunyai masalah tidur seperti susah terlelap, gampang bangun, atau tidur terlalu lama?"
3,103,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Dalam frekuensi apa Anda mengalami gangguan tidur, entah itu insomnia, sering terjaga, atau hipersomnia?"
3,104,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Pernahkah Anda merasa sulit untuk memulai tidur, mudah kaget bangun, atau tidur lebih lama dari biasanya?"
3,105,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Seberapa kerap Anda mendapati diri Anda susah tidur, sering terbangun di malam hari, atau tidur dalam durasi yang sangat panjang?"
3,106,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Apakah Anda mengalami perubahan pola tidur, seperti kesulitan terlelap, sering terjaga, atau tidur berlebihan?"
3,107,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Seberapa sering Anda merasa tidak bisa tidur nyenyak, mudah terbangun, atau malah tidur terlalu banyak?"
3,108,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Adakah waktu di mana Anda mengalami kesulitan untuk tidur, sering terbangun, atau tidur lebih dari kebutuhan?"
3,109,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Berapa kali Anda mengalami masalah tidur, seperti sukar tidur, sering terjaga, atau tidur berlebihan?"
3,110,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Apakah Anda sering merasa susah tidur, gampang terjaga dari tidur, atau tidur terlalu banyak?"
3,111,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Seberapa sering Anda mengalami kesulitan untuk terlelap, sering terjaga di malam hari, atau tidur secara berlebihan?"
3,112,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Seberapa kerap Anda memiliki masalah dengan tidur, seperti insomnia, sering bangun, atau tidur terlalu panjang?"
3,113,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Dalam periode waktu tertentu, seberapa sering Anda sulit tidur, mudah terbangun, atau tidur lebih banyak dari biasanya?"
3,114,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Seberapa sering Anda mengalami gangguan tidur, seperti susah untuk tidur, sering terbangun, atau tidur terlalu lama?"
3,115,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Seberapa sering Anda merasa kesulitan untuk tidur, mudah terbangun dari tidur, atau tidur dalam jumlah yang berlebihan?"
3,116,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Seberapa kerap Anda mengalami masalah tidur, seperti tidak bisa tidur, sering terjaga, atau tidur berlebihan?"
3,117,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Dalam kurun waktu ini, seberapa sering Anda sulit tidur, mudah terbangun, atau tidur terlalu banyak?"
3,118,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Seberapa sering Anda mendapati pola tidur Anda terganggu, entah susah tidur, sering bangun, atau tidur berlebihan?"
3,119,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Seberapa kerap Anda merasa kesulitan untuk tidur nyenyak, sering terjaga, atau tidur melebihi batas wajar?"
3,120,"Sulit tidur/mudah terbangun, atau terlalu banyak tidur","Seberapa sering Anda mengalami kesulitan tidur, mudah terbangun, atau tidur terlalu lama?"
4,121,Merasa lelah atau kurang bertenaga,Seberapa sering Anda merasa lelah atau kekurangan energi?
4,122,Merasa lelah atau kurang bertenaga,Apakah Anda merasakan kelelahan atau kurangnya tenaga dalam menjalani aktivitas sehari-hari?
4,123,Merasa lelah atau kurang bertenaga,"Dalam beberapa waktu terakhir, seberapa sering Anda merasa letih, lesu, atau tidak bertenaga?"
4,124,Merasa lelah atau kurang bertenaga,"Seberapa sering Anda merasa capai, kurang vitalitas, atau kehilangan semangat?"
4,125,Merasa lelah atau kurang bertenaga,"Pernahkah Anda merasa sangat lelah atau tidak memiliki cukup energi, bahkan setelah beristirahat?"
4,126,Merasa lelah atau kurang bertenaga,Seberapa sering Anda mendapati diri Anda merasa kehabisan tenaga atau merasa lemah secara fisik?
4,127,Merasa lelah atau kurang bertenaga,"Apakah Anda sering merasa lunglai, tidak berdaya, atau kekurangan stamina?"
4,128,Merasa lelah atau kurang bertenaga,"Seberapa sering Anda merasa tubuh Anda berat, kurang bersemangat, atau kehilangan energi?"
4,129,Merasa lelah atau kurang bertenaga,"Dalam periode waktu ini, apakah Anda sering merasa payah, tidak fit, atau kurang berenergi?"
4,130,Merasa lelah atau kurang bertenaga,Seberapa sering Anda merasa terkuras energinya atau merasa tidak memiliki kekuatan untuk beraktivitas?
4,131,Merasa lelah atau kurang bertenaga,Seberapa sering Anda merasa sangat lelah atau kurang memiliki tenaga selama dua minggu terakhir?
4,132,Merasa lelah atau kurang bertenaga,"Dalam dua minggu terakhir, apakah Anda kerap kali merasa kelelahan atau seperti daya muka berkurang?"
4,133,Merasa lelah atau kurang bertenaga,"Apakah selama dua minggu terakhir Anda merasa sering letih, lelah, atau tidak berenergi?"
4,134,Merasa lelah atau kurang bertenaga,"Seberapa kerap dalam dua minggu terakhir Anda merasa kehilangan tenaga, seperti mudah letih atau lesu?"
4,135,Merasa lelah atau kurang bertenaga,"Selama dua minggu terakhir, seberapa sering Anda merasakan kelelahan yang berlebihan atau kurang bertenaga?"
4,136,Merasa lelah atau kurang bertenaga,"Dalam dua minggu terakhir, apakah Anda sering merasa sangat letih atau energi Anda menurun drastis?"
4,137,Merasa lelah atau kurang bertenaga,"Apakah Anda sering merasa kehabisan tenaga, lesu, atau lelah berkepanjangan selama dua minggu terakhir?"
4,138,Merasa lelah atau kurang bertenaga,"Seberapa sering dalam dua minggu terakhir Anda mengalami penurunan energi, seperti mudah lelah atau merasa lesu?"
4,139,Merasa lelah atau kurang bertenaga,"Selama dua minggu terakhir, apakah Anda sering merasa tidak bertenaga, cepat lelah, atau lesu?"
4,140,Merasa lelah atau kurang bertenaga,"Dalam dua minggu terakhir, seberapa sering Anda merasakan tenaga yang hilang, seperti sering merasa lelah atau lemas?"
4,141,Merasa lelah atau kurang bertenaga,Seberapa sering Anda merasa letih atau kekurangan energi?
4,142,Merasa lelah atau kurang bertenaga,Apakah Anda mengalami perasaan capek atau tidak memiliki cukup tenaga?
4,143,Merasa lelah atau kurang bertenaga,Dalam frekuensi apa Anda merasa lesu atau kehilangan daya?
4,144,Merasa lelah atau kurang bertenaga,Pernahkah Anda merasa sangat lelah atau tidak bertenaga sama sekali?
4,145,Merasa lelah atau kurang bertenaga,Seberapa kerap Anda merasa kehabisan energi atau merasa lunglai?
4,146,Merasa lelah atau kurang bertenaga,Apakah Anda mendapati diri Anda sering merasa payah atau kurang bersemangat karena lelah?
4,147,Merasa lelah atau kurang bertenaga,Seberapa sering Anda merasa badan terasa berat atau tidak ada tenaga untuk beraktivitas?
4,148,Merasa lelah atau kurang bertenaga,Adakah waktu di mana Anda merasa sangat lelah atau kekurangan energi yang signifikan?
4,149,Merasa lelah atau kurang bertenaga,Berapa kali Anda merasakan kelelahan atau ketiadaan tenaga?
4,150,Merasa lelah atau kurang bertenaga,Apakah Anda sering merasa capai atau tidak punya cukup energi?
4,151,Merasa lelah atau kurang bertenaga,Seberapa sering Anda merasa kehabisan stamina atau kurang vitalitas?
4,152,Merasa lelah atau kurang bertenaga,Seberapa kerap Anda merasa letih lesu atau tidak memiliki cukup energi?
4,153,Merasa lelah atau kurang bertenaga,"Dalam periode waktu tertentu, seberapa sering Anda merasa lelah atau tidak bertenaga?"
4,154,Merasa lelah atau kurang bertenaga,Seberapa sering Anda mengalami perasaan penat atau kurangnya tenaga?
4,155,Merasa lelah atau kurang bertenaga,Seberapa sering Anda merasa lemah atau tidak memiliki cukup energi?
4,156,Merasa lelah atau kurang bertenaga,Seberapa kerap Anda merasa teramat lelah atau kurangnya daya untuk beraktivitas?
4,157,Merasa lelah atau kurang bertenaga,"Dalam kurun waktu ini, seberapa sering Anda merasa lelah atau kurang energi?"
4,158,Merasa lelah atau kurang bertenaga,Seberapa sering Anda merasa sangat capek atau tidak memiliki tenaga?
4,159,Merasa lelah atau kurang bertenaga,Seberapa kerap Anda merasa lesu dan tidak bertenaga?
4,160,Merasa lelah atau kurang bertenaga,Seberapa sering Anda merasa lelah atau kurang berdaya?
